"Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"11.11I","GO:0055072","iron ion homeostasis","1/58","62/21869",0.152006649201984,0.395765059633994,0.358934619737259,"AT4G37650",1
"11.11I","GO:0016036","cellular response to phosphate starvation","1/58","80/21869",0.191714159009312,0.422941923310619,0.383582367162062,"AT1G18420",1
"11.11I","GO:0048532","anatomical structure arrangement","1/58","84/21869",0.200286727931518,0.428761958312658,0.388860781714995,"AT1G19350",1
"11.11I","GO:0023056","positive regulation of signaling","1/58","96/21869",0.225471877781719,0.443274644074263,0.402022897011443,"AT1G05100",1
"11.11I","GO:2000241","regulation of reproductive process","2/58","388/21869",0.275013402704987,0.490755371115552,0.44508500239582,"AT5G16230/AT5G15840",2
"11.11I","GO:0009414","response to water deprivation","2/58","406/21869",0.292742085415166,0.49475124377183,0.448709013655748,"AT3G20310/AT5G20510",2
"11.11J","GO:0019725","cellular homeostasis","4/60","254/21869",0.00520806797814793,0.321928460017251,0.292393351269114,"AT2G17420/AT1G08570/AT2G18960/AT2G26975",4
"11.11J","GO:0045454","cell redox homeostasis","2/60","45/21869",0.0067932961338819,0.321928460017251,0.292393351269114,"AT2G17420/AT1G08570",2
"11.11J","GO:0044275","cellular carbohydrate catabolic process","2/60","46/21869",0.00708962628669961,0.321928460017251,0.292393351269114,"AT4G17090/AT3G05820",2
"11.11J","GO:0042592","homeostatic process","5/60","490/21869",0.0109979691325318,0.321928460017251,0.292393351269114,"AT2G17420/AT1G08570/AT2G18960/AT2G26975/AT1G05630",5
"11.11J","GO:0006418","tRNA aminoacylation for protein translation","2/60","59/21869",0.0114560738336175,0.321928460017251,0.292393351269114,"AT1G09620/AT2G25840",2
"11.11J","GO:0043038","amino acid activation","2/60","61/21869",0.0122100225252041,0.321928460017251,0.292393351269114,"AT1G09620/AT2G25840",2
"11.11J","GO:0043039","tRNA aminoacylation","2/60","61/21869",0.0122100225252041,0.321928460017251,0.292393351269114,"AT1G09620/AT2G25840",2
"11.11J","GO:0009846","pollen germination","2/60","69/21869",0.0154353922922497,0.321928460017251,0.292393351269114,"AT2G17420/AT1G05630",2
"11.11J","GO:0005984","disaccharide metabolic process","2/60","71/21869",0.0162929086860929,0.321928460017251,0.292393351269114,"AT4G17090/AT3G05820",2
"11.11J","GO:0010224","response to UV-B","2/60","73/21869",0.0171704136217436,0.321928460017251,0.292393351269114,"AT1G76710/AT4G01660",2
"11.11J","GO:0009753","response to jasmonic acid","3/60","204/21869",0.018543630660966,0.321928460017251,0.292393351269114,"AT1G15750/AT2G34070/AT5G13330",3
"11.11J","GO:0070542","response to fatty acid","3/60","208/21869",0.0195114135278533,0.321928460017251,0.292393351269114,"AT1G15750/AT2G34070/AT5G13330",3
"11.11J","GO:0043094","cellular metabolic compound salvage","2/60","82/21869",0.021360231265352,0.321928460017251,0.292393351269114,"AT2G47690/AT4G38800",2
"11.11J","GO:0009311","oligosaccharide metabolic process","2/60","83/21869",0.0218495343137029,0.321928460017251,0.292393351269114,"AT4G17090/AT3G05820",2
"11.11J","GO:0009414","response to water deprivation","4/60","406/21869",0.0252586073094227,0.321928460017251,0.292393351269114,"AT2G43350/AT1G22190/AT2G18960/AT5G13330",4
"11.11J","GO:0016052","carbohydrate catabolic process","3/60","233/21869",0.0261860151566631,0.321928460017251,0.292393351269114,"AT5G53370/AT4G17090/AT3G05820",3
"11.11J","GO:0005987","sucrose catabolic process","1/60","10/21869",0.0271053396786961,0.321928460017251,0.292393351269114,"AT3G05820",1
"11.11J","GO:0043102","amino acid salvage","1/60","10/21869",0.0271053396786961,0.321928460017251,0.292393351269114,"AT4G38800",1
"11.11J","GO:0045596","negative regulation of cell differentiation","1/60","10/21869",0.0271053396786961,0.321928460017251,0.292393351269114,"AT1G05230",1
"11.11J","GO:0071267","L-methionine salvage","1/60","10/21869",0.0271053396786961,0.321928460017251,0.292393351269114,"AT4G38800",1
"11.11J","GO:0009415","response to water","4/60","416/21869",0.0272984791753224,0.321928460017251,0.292393351269114,"AT2G43350/AT1G22190/AT2G18960/AT5G13330",4
"11.11J","GO:0070534","protein K63-linked ubiquitination","1/60","11/21869",0.0297758040009104,0.321928460017251,0.292393351269114,"AT1G16890",1
"11.11J","GO:0071249","cellular response to nitrate","1/60","11/21869",0.0297758040009104,0.321928460017251,0.292393351269114,"AT3G45060",1
"11.11J","GO:0071265","L-methionine biosynthetic process","1/60","11/21869",0.0297758040009104,0.321928460017251,0.292393351269114,"AT4G38800",1
"11.11J","GO:0120029","proton export across plasma membrane","1/60","11/21869",0.0297758040009104,0.321928460017251,0.292393351269114,"AT2G18960",1
"11.11J","GO:0006878","cellular copper ion homeostasis","1/60","12/21869",0.0324390600975315,0.321928460017251,0.292393351269114,"AT2G26975",1
"11.11J","GO:0010274","hydrotropism","1/60","12/21869",0.0324390600975315,0.321928460017251,0.292393351269114,"AT5G42680",1
"11.11J","GO:0019430","removal of superoxide radicals","1/60","12/21869",0.0324390600975315,0.321928460017251,0.292393351269114,"AT2G17420",1
"11.11J","GO:0071450","cellular response to oxygen radical","1/60","12/21869",0.0324390600975315,0.321928460017251,0.292393351269114,"AT2G17420",1
"11.11J","GO:0071451","cellular response to superoxide","1/60","12/21869",0.0324390600975315,0.321928460017251,0.292393351269114,"AT2G17420",1
"11.11J","GO:0010119","regulation of stomatal movement","2/60","104/21869",0.0331560017215198,0.321928460017251,0.292393351269114,"AT2G18960/AT3G56480",2
"11.11J","GO:0001101","response to acid chemical","4/60","448/21869",0.0344782074685051,0.321928460017251,0.292393351269114,"AT2G43350/AT1G22190/AT2G18960/AT5G13330",4
"11.11J","GO:0009867","jasmonic acid mediated signaling pathway","2/60","107/21869",0.0349237752709423,0.321928460017251,0.292393351269114,"AT1G15750/AT2G34070",2
"11.11J","GO:0071395","cellular response to jasmonic acid stimulus","2/60","111/21869",0.0373367016067205,0.321928460017251,0.292393351269114,"AT1G15750/AT2G34070",2
"11.11J","GO:0000303","response to superoxide","1/60","14/21869",0.0377440240754487,0.321928460017251,0.292393351269114,"AT2G17420",1
"11.11J","GO:0000305","response to oxygen radical","1/60","14/21869",0.0377440240754487,0.321928460017251,0.292393351269114,"AT2G17420",1
"11.11J","GO:0007584","response to nutrient","1/60","14/21869",0.0377440240754487,0.321928460017251,0.292393351269114,"AT1G05630",1
"11.11J","GO:0010072","primary shoot apical meristem specification","1/60","14/21869",0.0377440240754487,0.321928460017251,0.292393351269114,"AT1G15750",1
"11.11J","GO:0046352","disaccharide catabolic process","1/60","14/21869",0.0377440240754487,0.321928460017251,0.292393351269114,"AT3G05820",1
"11.11J","GO:0071398","cellular response to fatty acid","2/60","115/21869",0.0398120159972047,0.321928460017251,0.292393351269114,"AT1G15750/AT2G34070",2
"11.11J","GO:0006801","superoxide metabolic process","1/60","15/21869",0.0403857700628877,0.321928460017251,0.292393351269114,"AT2G17420",1
"11.11J","GO:0009313","oligosaccharide catabolic process","1/60","15/21869",0.0403857700628877,0.321928460017251,0.292393351269114,"AT3G05820",1
"11.11J","GO:0010540","basipetal auxin transport","1/60","15/21869",0.0403857700628877,0.321928460017251,0.292393351269114,"AT1G78100",1
"11.11J","GO:0033962","P-body assembly","1/60","15/21869",0.0403857700628877,0.321928460017251,0.292393351269114,"AT1G76860",1
"11.11J","GO:0051781","positive regulation of cell division","1/60","15/21869",0.0403857700628877,0.321928460017251,0.292393351269114,"AT2G17420",1
"11.11J","GO:1902170","cellular response to reactive nitrogen species","1/60","15/21869",0.0403857700628877,0.321928460017251,0.292393351269114,"AT3G45060",1
"11.11J","GO:0071396","cellular response to lipid","4/60","476/21869",0.0415861845357443,0.321928460017251,0.292393351269114,"AT1G15750/AT2G43350/AT2G34070/AT1G06390",4
"11.11J","GO:0046855","inositol phosphate dephosphorylation","1/60","16/21869",0.0430203840372734,0.321928460017251,0.292393351269114,"AT1G05630",1
"11.11J","GO:0071545","inositol phosphate catabolic process","1/60","16/21869",0.0430203840372734,0.321928460017251,0.292393351269114,"AT1G05630",1
"11.11J","GO:0005983","starch catabolic process","1/60","17/21869",0.0456478849276666,0.321928460017251,0.292393351269114,"AT4G17090",1
"11.11J","GO:0009411","response to UV","2/60","127/21869",0.0475963970145525,0.321928460017251,0.292393351269114,"AT1G76710/AT4G01660",2
"11.11J","GO:0000380","alternative mRNA splicing, via spliceosome","1/60","18/21869",0.0482682916137518,0.321928460017251,0.292393351269114,"AT3G48120",1
"11.11J","GO:0046838","phosphorylated carbohydrate dephosphorylation","1/60","18/21869",0.0482682916137518,0.321928460017251,0.292393351269114,"AT1G05630",1
"11.11J","GO:0009606","tropism","2/60","128/21869",0.0482684699957689,0.321928460017251,0.292393351269114,"AT1G05630/AT5G42680",2
"11.11J","GO:0010087","phloem or xylem histogenesis","2/60","128/21869",0.0482684699957689,0.321928460017251,0.292393351269114,"AT1G05630/AT4G38800",2
"11.11J","GO:0006301","postreplication repair","1/60","19/21869",0.0508816229259659,0.321928460017251,0.292393351269114,"AT1G16890",1
"11.11J","GO:1990069","stomatal opening","1/60","19/21869",0.0508816229259659,0.321928460017251,0.292393351269114,"AT2G18960",1
"11.11J","GO:0015996","chlorophyll catabolic process","1/60","20/21869",0.0534878976456195,0.321928460017251,0.292393351269114,"AT4G01660",1
"11.11J","GO:0044247","cellular polysaccharide catabolic process","1/60","20/21869",0.0534878976456195,0.321928460017251,0.292393351269114,"AT4G17090",1
"11.11J","GO:0055070","copper ion homeostasis","1/60","20/21869",0.0534878976456195,0.321928460017251,0.292393351269114,"AT2G26975",1
"11.11J","GO:0090421","embryonic meristem initiation","1/60","20/21869",0.0534878976456195,0.321928460017251,0.292393351269114,"AT1G15750",1
"11.11J","GO:0014070","response to organic cyclic compound","3/60","315/21869",0.0555499422139956,0.321928460017251,0.292393351269114,"AT1G49010/AT5G13330/AT1G06390",3
"11.11J","GO:0009086","methionine biosynthetic process","1/60","22/21869",0.0586793521876414,0.321928460017251,0.292393351269114,"AT4G38800",1
"11.11J","GO:0016554","cytidine to uridine editing","1/60","22/21869",0.0586793521876414,0.321928460017251,0.292393351269114,"AT3G06790",1
"11.11J","GO:0046149","pigment catabolic process","1/60","22/21869",0.0586793521876414,0.321928460017251,0.292393351269114,"AT4G01660",1
"11.11J","GO:0000272","polysaccharide catabolic process","2/60","143/21869",0.058754788061388,0.321928460017251,0.292393351269114,"AT5G53370/AT4G17090",2
"11.11J","GO:0006743","ubiquinone metabolic process","1/60","24/21869",0.06384280451264,0.321928460017251,0.292393351269114,"AT4G01660",1
"11.11J","GO:0006744","ubiquinone biosynthetic process","1/60","24/21869",0.06384280451264,0.321928460017251,0.292393351269114,"AT4G01660",1
"11.11J","GO:0010039","response to iron ion","1/60","24/21869",0.06384280451264,0.321928460017251,0.292393351269114,"AT1G16890",1
"11.11J","GO:0032981","mitochondrial respiratory chain complex I assembly","1/60","24/21869",0.06384280451264,0.321928460017251,0.292393351269114,"AT2G47690",1
"11.11J","GO:0006787","porphyrin-containing compound catabolic process","1/60","25/21869",0.0664140762786847,0.321928460017251,0.292393351269114,"AT4G01660",1
"11.11J","GO:0033015","tetrapyrrole catabolic process","1/60","25/21869",0.0664140762786847,0.321928460017251,0.292393351269114,"AT4G01660",1
"11.11J","GO:0098754","detoxification","2/60","155/21869",0.0676568471713924,0.321928460017251,0.292393351269114,"AT2G17420/AT1G78340",2
"11.11J","GO:0006555","methionine metabolic process","1/60","26/21869",0.0689784031154945,0.321928460017251,0.292393351269114,"AT4G38800",1
"11.11J","GO:0045839","negative regulation of mitotic nuclear division","1/60","26/21869",0.0689784031154945,0.321928460017251,0.292393351269114,"AT3G20898",1
"11.11J","GO:0046174","polyol catabolic process","1/60","26/21869",0.0689784031154945,0.321928460017251,0.292393351269114,"AT1G05630",1
"11.11J","GO:0010118","stomatal movement","2/60","160/21869",0.0714907665420851,0.321928460017251,0.292393351269114,"AT2G18960/AT3G56480",2
"11.11J","GO:0016553","base conversion or substitution editing","1/60","27/21869",0.0715358034640308,0.321928460017251,0.292393351269114,"AT3G06790",1
"11.11J","GO:0042548","regulation of photosynthesis, light reaction","1/60","27/21869",0.0715358034640308,0.321928460017251,0.292393351269114,"AT5G01920",1
"11.11J","GO:0046856","phosphatidylinositol dephosphorylation","1/60","27/21869",0.0715358034640308,0.321928460017251,0.292393351269114,"AT1G05630",1
"11.11J","GO:0050826","response to freezing","1/60","27/21869",0.0715358034640308,0.321928460017251,0.292393351269114,"AT5G13330",1
"11.11J","GO:0000302","response to reactive oxygen species","2/60","162/21869",0.0730439483804806,0.321928460017251,0.292393351269114,"AT2G17420/AT2G43350",2
"11.11J","GO:0030003","cellular cation homeostasis","2/60","163/21869",0.0738246602552318,0.321928460017251,0.292393351269114,"AT2G18960/AT2G26975",2
"11.11J","GO:0009251","glucan catabolic process","1/60","28/21869",0.0740862957171283,0.321928460017251,0.292393351269114,"AT4G17090",1
"11.11J","GO:0030641","regulation of cellular pH","1/60","28/21869",0.0740862957171283,0.321928460017251,0.292393351269114,"AT2G18960",1
"11.11J","GO:0051453","regulation of intracellular pH","1/60","28/21869",0.0740862957171283,0.321928460017251,0.292393351269114,"AT2G18960",1
"11.11J","GO:0080156","mitochondrial mRNA modification","1/60","28/21869",0.0740862957171283,0.321928460017251,0.292393351269114,"AT3G06790",1
"11.11J","GO:0046460","neutral lipid biosynthetic process","1/60","29/21869",0.0766298982196223,0.321928460017251,0.292393351269114,"AT5G66450",1
"11.11J","GO:0046463","acylglycerol biosynthetic process","1/60","29/21869",0.0766298982196223,0.321928460017251,0.292393351269114,"AT5G66450",1
"11.11J","GO:0045488","pectin metabolic process","2/60","168/21869",0.0777686199622459,0.321928460017251,0.292393351269114,"AT5G53370/AT3G06260",2
"11.11J","GO:0010393","galacturonan metabolic process","2/60","169/21869",0.0785653517255617,0.321928460017251,0.292393351269114,"AT5G53370/AT3G06260",2
"11.11J","GO:0043467","regulation of generation of precursor metabolites and energy","1/60","30/21869",0.079166629268469,0.321928460017251,0.292393351269114,"AT5G01920",1
"11.11J","GO:0046839","phospholipid dephosphorylation","1/60","30/21869",0.079166629268469,0.321928460017251,0.292393351269114,"AT1G05630",1
"11.11J","GO:0048508","embryonic meristem development","1/60","30/21869",0.079166629268469,0.321928460017251,0.292393351269114,"AT1G15750",1
"11.11J","GO:0098869","cellular oxidant detoxification","1/60","30/21869",0.079166629268469,0.321928460017251,0.292393351269114,"AT2G17420",1
"11.11J","GO:0017004","cytochrome complex assembly","1/60","31/21869",0.0816965071128709,0.321928460017251,0.292393351269114,"AT4G01660",1
"11.11J","GO:0051784","negative regulation of nuclear division","1/60","31/21869",0.0816965071128709,0.321928460017251,0.292393351269114,"AT3G20898",1
"11.11J","GO:0042545","cell wall modification","2/60","174/21869",0.0825876219287467,0.321928460017251,0.292393351269114,"AT5G53370/AT2G34070",2
"11.11J","GO:0006873","cellular ion homeostasis","2/60","175/21869",0.0833996615996768,0.321928460017251,0.292393351269114,"AT2G18960/AT2G26975",2
"11.11J","GO:0009751","response to salicylic acid","2/60","175/21869",0.0833996615996768,0.321928460017251,0.292393351269114,"AT1G49010/AT5G13330",2
"11.11J","GO:0046351","disaccharide biosynthetic process","1/60","32/21869",0.0842195499543964,0.321928460017251,0.292393351269114,"AT4G17090",1
"11.11J","GO:0009636","response to toxic substance","2/60","178/21869",0.0858506042903786,0.321928460017251,0.292393351269114,"AT2G17420/AT1G78340",2
"11.11J","GO:0010014","meristem initiation","1/60","33/21869",0.0867357759471032,0.321928460017251,0.292393351269114,"AT1G15750",1
"11.11J","GO:0010167","response to nitrate","1/60","33/21869",0.0867357759471032,0.321928460017251,0.292393351269114,"AT3G45060",1
"11.11J","GO:0010257","NADH dehydrogenase complex assembly","1/60","33/21869",0.0867357759471032,0.321928460017251,0.292393351269114,"AT2G47690",1
"11.11J","GO:0043647","inositol phosphate metabolic process","1/60","33/21869",0.0867357759471032,0.321928460017251,0.292393351269114,"AT1G05630",1
"11.11J","GO:1900864","mitochondrial RNA modification","1/60","33/21869",0.0867357759471032,0.321928460017251,0.292393351269114,"AT3G06790",1
"11.11J","GO:0034614","cellular response to reactive oxygen species","1/60","34/21869",0.0892452031976605,0.321928460017251,0.292393351269114,"AT2G17420",1
"11.11J","GO:0046164","alcohol catabolic process","1/60","34/21869",0.0892452031976605,0.321928460017251,0.292393351269114,"AT1G05630",1
"11.11J","GO:1901657","glycosyl compound metabolic process","2/60","184/21869",0.0908174864481641,0.321928460017251,0.292393351269114,"AT5G13330/AT4G38800",2
"11.11J","GO:0006399","tRNA metabolic process","2/60","185/21869",0.0916535066559997,0.321928460017251,0.292393351269114,"AT1G09620/AT2G25840",2
"11.11J","GO:0007088","regulation of mitotic nuclear division","1/60","35/21869",0.0917478497654713,0.321928460017251,0.292393351269114,"AT3G20898",1
"11.11J","GO:0070417","cellular response to cold","1/60","35/21869",0.0917478497654713,0.321928460017251,0.292393351269114,"AT5G13330",1
